id,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf
1403,M22815,M,300.9,311.9,1510,34.1,35,0,0,0,0.0,0.0,0.0
1404,L55038,L,300.5,311.9,1330,49.3,18,0,0,0,0.0,0.0,0.0
1405,L49052,L,298.1,307.7,1447,53.4,186,0,0,0,0.0,0.0,0.0
1406,L48632,L,299.0,310.3,1487,43.5,93,0,0,0,0.0,0.0,0.0
1407,M20969,M,300.8,310.9,1692,28.7,160,0,0,0,0.0,0.0,0.0
1408,M20198,M,303.3,312.7,1532,32.7,128,0,0,0,0.0,0.0,0.0
1409,L48368,L,297.3,308.4,1463,42.8,36,0,0,0,0.0,0.0,0.0
1410,M23912,M,297.4,308.6,1580,35.7,190,0,0,0,0.0,0.0,0.0
1411,M24468,M,298.9,310.0,1375,47.1,113,0,0,0,0.0,0.0,0.0
1412,M21145,M,301.2,310.7,1426,46.1,59,0,0,0,0.0,0.0,0.0
1413,L56661,L,298.9,309.6,1484,39.7,96,0,0,0,0.0,0.0,0.0
1414,M17382,M,298.8,308.6,1543,38.2,155,0,0,0,0.0,0.0,0.0
1415,L53718,L,301.4,310.7,1538,38.6,88,0,0,0,0.0,0.0,0.0
1416,M18248,M,301.7,310.5,1523,48.0,66,0,0,0,0.0,0.0,0.0
1417,L50996,L,302.1,310.6,1435,47.6,93,0,0,0,0.0,0.0,0.0
1418,L55983,L,297.4,308.5,1557,48.6,75,0,0,0,0.0,0.0,0.0
1419,M21261,M,300.0,309.6,1622,39.7,68,0,0,0,0.0,0.0,0.0
1420,L53966,L,301.3,310.6,1580,35.2,66,0,0,0,0.0,0.0,0.0
1421,L55839,L,297.5,308.4,1528,36.2,143,0,0,0,0.0,0.0,0.0
1422,L52140,L,303.9,312.7,1477,62.3,156,0,0,0,0.0,0.0,0.0
1423,L55040,L,300.5,312.0,1415,35.7,23,0,0,0,0.0,0.0,0.0
1424,L52153,L,303.8,312.7,1412,49.9,188,0,0,0,0.0,0.0,0.0
1425,L56343,L,297.5,308.6,1453,40.8,169,0,0,0,0.0,0.0,0.0
1426,L56037,L,297.7,308.9,1418,45.3,186,0,0,0,0.0,0.0,0.0
1427,L48641,L,298.9,310.2,1459,47.3,2,0,0,0,0.0,0.0,0.0
1428,L51749,L,302.8,310.6,1636,35.8,38,0,0,0,0.0,0.0,0.0
1429,L54783,L,300.4,311.2,1462,44.5,20,0,0,0,0.0,0.0,0.0
1430,M21722,M,301.1,311.2,1555,49.4,48,0,0,0,0.0,0.0,0.0
1431,L54237,L,300.8,310.6,1488,41.8,144,0,0,0,0.0,0.0,0.0
1432,L51022,L,302.5,311.1,1438,45.9,173,0,0,0,0.0,0.0,0.0
1433,L48759,L,298.3,308.3,1528,33.9,176,0,0,0,0.0,0.0,0.0
1434,M16560,M,298.0,307.7,1424,43.8,94,0,0,0,0.0,0.0,0.0
1435,L49319,L,299.3,309.0,1415,38.2,156,0,0,0,0.0,0.0,0.0
1436,L52722,L,302.4,311.8,1388,41.9,121,0,0,0,0.0,0.0,0.0
1437,H31063,H,298.1,307.8,1384,44.5,200,0,0,0,0.0,0.0,0.0
1438,L53256,L,301.0,310.8,1521,36.7,199,0,0,0,0.0,0.0,0.0
1439,L48897,L,298.2,307.7,1436,43.1,82,0,0,0,0.0,0.0,0.0
1440,L49191,L,298.7,308.4,1616,31.6,34,0,0,0,0.0,0.0,0.0
1441,L52720,L,302.6,311.9,1386,45.5,132,0,0,0,0.0,0.0,0.0
1442,L50698,L,301.8,310.4,1538,36.9,114,0,0,0,0.0,0.0,0.0
1443,M24079,M,297.8,309.0,1336,56.5,105,0,0,0,0.0,0.0,0.0
1444,L53561,L,300.2,309.7,1443,48.5,104,0,0,0,0.0,0.0,0.0
1445,L56548,L,297.7,308.4,1569,36.2,72,0,0,0,0.0,0.0,0.0
1446,M21705,M,301.0,311.3,1341,52.9,215,0,0,0,0.0,0.0,0.0
1447,H39063,H,299.1,308.8,1611,34.4,146,0,0,0,0.0,0.0,0.0
1448,M16381,M,298.2,308.9,1585,32.3,155,0,0,0,0.0,0.0,0.0
1449,L51574,L,302.2,310.1,1404,50.7,20,0,0,0,0.0,0.0,0.0
1450,M23615,M,297.4,308.5,1474,39.8,104,0,0,0,0.0,0.0,0.0
1451,M21511,M,301.5,310.4,1573,35.7,39,0,0,0,0.0,0.0,0.0
1452,L51108,L,302.2,311.2,1615,36.9,166,0,0,0,0.0,0.0,0.0
1453,L48790,L,297.8,307.7,1516,37.9,120,0,0,0,0.0,0.0,0.0
1454,H29884,H,298.5,308.1,1517,37.6,116,0,0,0,0.0,0.0,0.0
1455,H32914,H,301.8,310.6,1472,45.8,104,0,0,0,0.0,0.0,0.0
1456,L53340,L,301.0,310.9,1467,41.3,192,0,0,0,0.0,0.0,0.0
1457,L49545,L,299.3,308.5,1446,42.4,24,0,0,0,0.0,0.0,0.0
1458,L54265,L,300.6,310.3,1426,41.0,13,0,0,0,0.0,0.0,0.0
1459,L55863,L,297.4,308.5,1447,46.3,188,0,0,0,0.0,0.0,0.0
1460,L54536,L,299.6,310.2,1551,42.9,40,0,0,0,0.0,0.0,0.0
1461,L55583,L,298.5,309.6,1627,45.1,115,0,0,0,0.0,0.0,0.0
1462,L57035,L,298.7,309.2,1541,37.1,65,0,0,0,0.0,0.0,0.0
1463,L55223,L,300.7,311.9,1486,53.9,32,0,0,0,0.0,0.0,0.0
1464,L55819,L,297.5,308.4,1484,35.6,73,0,0,0,0.0,0.0,0.0
1465,M20471,M,302.7,312.0,1376,53.7,162,0,0,0,0.0,0.0,0.0
1466,M17863,M,300.6,309.5,1449,42.9,169,0,0,0,0.0,0.0,0.0
1467,L50574,L,301.5,310.6,1472,42.3,83,0,0,0,0.0,0.0,0.0
1468,L56364,L,298.0,309.2,1573,36.6,197,0,0,0,0.0,0.0,0.0
1469,L55148,L,300.9,312.2,1811,23.2,136,0,0,0,0.0,0.0,0.0
1470,L52626,L,303.1,312.9,1805,27.8,107,0,0,0,0.0,0.0,0.0
1471,M18281,M,301.5,310.5,1572,34.8,148,0,0,0,0.0,0.0,0.0
1472,M19056,M,302.5,311.0,1449,41.8,94,0,0,0,0.0,0.0,0.0
1473,L56583,L,297.7,308.6,1435,48.1,91,0,0,0,0.0,0.0,0.0
1474,M23913,M,297.4,308.5,1458,43.1,90,0,0,0,0.0,0.0,0.0
1475,M14963,M,298.8,308.9,1540,38.4,70,0,0,0,0.0,0.0,0.0
1476,L56560,L,297.6,308.1,1654,30.4,110,0,0,0,0.0,0.0,0.0
1477,M20813,M,300.7,310.8,1469,38.9,127,0,0,0,0.0,0.0,0.0
1478,L53282,L,300.9,310.8,1469,45.6,51,0,0,0,0.0,0.0,0.0
1479,L49504,L,299.3,308.7,1466,42.4,201,0,0,0,0.0,0.0,0.0
1480,M14879,M,298.5,309.3,1470,37.5,55,0,0,0,0.0,0.0,0.0
1481,L50049,L,300.8,309.7,1376,45.8,14,0,0,0,0.0,0.0,0.0
1482,L57033,L,298.6,309.5,1576,33.8,54,0,0,0,0.0,0.0,0.0
1483,L49078,L,297.8,307.5,1372,51.1,157,0,0,0,0.0,0.0,0.0
1484,L48218,L,296.6,307.6,1774,25.1,80,0,0,0,0.0,0.0,0.0
1485,L47748,L,297.8,309.7,1520,43.2,171,0,0,0,0.0,0.0,0.0
1486,M24620,M,298.6,309.4,1523,38.5,3,0,0,0,0.0,0.0,0.0
1487,L54248,L,300.8,310.5,1511,38.9,173,0,0,0,0.0,0.0,0.0
1488,M16051,M,297.0,308.1,1459,35.8,18,0,0,0,0.0,0.0,0.0
1489,M18795,M,302.3,311.4,1419,48.7,192,0,0,0,0.0,0.0,0.0
1490,L54230,L,300.6,310.6,1606,31.1,79,0,0,0,0.0,0.0,0.0
1491,L53015,L,301.3,311.2,1418,51.6,23,0,0,0,0.0,0.0,0.0
1492,H36881,H,299.9,311.3,1553,42.9,102,0,0,0,0.0,0.0,0.0
1493,L52368,L,304.0,313.2,1390,30.6,121,0,0,0,0.0,0.0,0.0
1494,L51673,L,302.6,310.5,1596,33.0,60,0,0,0,0.0,0.0,0.0
1495,L53845,L,301.1,310.6,1478,37.1,125,0,0,0,0.0,0.0,0.0
1496,M17832,M,300.6,309.4,1432,42.9,84,0,0,0,0.0,0.0,0.0
1497,H31543,H,299.4,309.3,1607,27.8,130,0,0,0,0.0,0.0,0.0
1498,M22794,M,300.6,311.9,1630,28.3,211,0,0,0,0.0,0.0,0.0
1499,L56921,L,298.9,310.2,1563,39.6,162,0,0,0,0.0,0.0,0.0
1500,H30008,H,297.6,309.6,1329,53.1,2,0,0,0,0.0,0.0,0.0
1501,L52647,L,302.9,312.4,1550,39.3,160,0,0,0,0.0,0.0,0.0
1502,L50755,L,301.7,310.6,1492,47.0,119,0,0,0,0.0,0.0,0.0
1503,L49312,L,299.4,309.0,1763,28.4,197,0,0,0,0.0,0.0,0.0
1504,L49257,L,299.4,309.4,1701,31.2,89,0,0,0,0.0,0.0,0.0
1505,L55870,L,297.2,308.5,1609,34.6,9,0,0,0,0.0,0.0,0.0
1506,L53255,L,301.0,310.9,1608,31.4,197,0,0,0,0.0,0.0,0.0
1507,M20626,M,301.7,311.1,1402,42.6,179,0,0,0,0.0,0.0,0.0
1508,L53373,L,301.0,310.8,1578,38.4,49,0,0,0,0.0,0.0,0.0
1509,L49984,L,300.4,309.5,1367,44.0,100,0,0,0,0.0,0.0,0.0
1510,H35605,H,301.0,310.9,1453,40.1,88,0,0,0,0.0,0.0,0.0
1511,M15522,M,297.6,308.9,1457,38.1,182,0,0,0,0.0,0.0,0.0
1512,M24386,M,299.1,310.3,1550,35.7,76,0,0,0,0.0,0.0,0.0
1513,L56218,L,297.5,308.4,1447,45.6,59,0,0,0,0.0,0.0,0.0
1514,L55275,L,300.2,311.7,1356,53.7,167,0,0,0,0.0,0.0,0.0
1515,L56276,L,297.3,308.2,1493,42.9,204,0,0,0,0.0,0.0,0.0
1516,M20651,M,301.8,311.5,1412,44.5,142,0,0,0,0.0,0.0,0.0
1517,L56638,L,298.0,309.1,1417,40.6,202,0,0,0,0.0,0.0,0.0
1518,L48514,L,299.0,310.4,1536,49.1,15,1,0,0,0.0,0.0,0.0
1519,L53565,L,300.1,309.7,1654,31.0,118,0,0,0,0.0,0.0,0.0
1520,M23167,M,298.7,310.1,1529,42.1,153,0,0,0,0.0,0.0,0.0
1521,L47854,L,297.8,309.1,1738,27.0,0,0,0,0,0.0,0.0,0.0
1522,L54680,L,300.5,311.8,1450,40.8,98,0,0,0,0.0,0.0,0.0
1523,L54826,L,300.4,311.4,1584,37.6,133,0,0,0,0.0,0.0,0.0
1524,L52850,L,302.2,311.5,1432,44.7,156,0,0,0,0.0,0.0,0.0
1525,L57078,L,298.7,309.2,1664,31.4,178,0,0,0,0.0,0.0,0.0
1526,H38338,H,297.3,308.2,1396,44.9,199,0,0,0,0.0,0.0,0.0
1527,L49179,L,298.4,308.0,1433,43.8,7,0,0,0,0.0,0.0,0.0
1528,L57161,L,298.7,308.4,1589,33.2,162,0,0,0,0.0,0.0,0.0
1529,M21306,M,300.7,310.3,1471,48.8,26,0,0,0,0.0,0.0,0.0
1530,L49312,L,299.4,309.0,1422,45.8,126,0,0,0,0.0,0.0,0.0
1531,M22402,M,300.3,311.6,1488,41.3,18,0,0,0,0.0,0.0,0.0
1532,M15482,M,298.4,307.9,1487,47.5,121,0,0,0,0.0,0.0,0.0
1533,M16449,M,298.1,308.3,1453,36.1,204,0,0,0,0.0,0.0,0.0
1534,L55118,L,300.8,311.7,1467,41.2,131,0,0,0,0.0,0.0,0.0
1535,M16202,M,298.6,310.1,2023,17.2,15,0,0,0,0.0,0.0,0.0
1536,L48527,L,298.7,310.2,1433,43.5,26,0,0,0,0.0,0.0,0.0
1537,L50175,L,300.5,309.6,1421,52.6,96,0,0,0,0.0,0.0,0.0
1538,L56170,L,297.1,307.8,1502,38.4,188,0,0,0,0.0,0.0,0.0
1539,H39214,H,298.5,309.3,1506,50.3,203,0,0,0,0.0,0.0,0.0
1540,L49224,L,299.3,309.1,1597,31.8,118,0,0,0,0.0,0.0,0.0
1541,H30489,H,296.7,307.9,1418,43.3,192,0,0,0,0.0,0.0,0.0
1542,M21461,M,301.5,310.6,1572,35.0,173,0,0,0,0.0,0.0,0.0
1543,L54128,L,300.7,311.2,1422,44.2,61,0,0,0,0.0,0.0,0.0
1544,L51840,L,303.2,311.2,1498,41.8,119,0,0,0,0.0,0.0,0.0
1545,L49505,L,299.3,308.8,1545,35.6,203,0,0,0,0.0,0.0,0.0
1546,L52728,L,302.3,311.8,1610,35.3,171,0,0,0,0.0,0.0,0.0
1547,M22859,M,301.1,312.4,1479,36.5,148,0,0,0,0.0,0.0,0.0
1548,L54272,L,300.7,310.2,1493,31.3,166,0,0,0,0.0,0.0,0.0
1549,L49051,L,298.3,308.1,1680,29.6,88,0,0,0,0.0,0.0,0.0
1550,L55551,L,298.7,309.7,1357,48.5,165,0,0,0,0.0,0.0,0.0
1551,M14902,M,298.8,308.9,1368,49.1,120,0,0,0,0.0,0.0,0.0
1552,M20389,M,302.4,311.8,1851,23.0,106,0,0,0,0.0,0.0,0.0
1553,L49896,L,299.7,309.2,1398,51.5,101,0,0,0,0.0,0.0,0.0
1554,L53900,L,301.6,310.9,1597,35.2,110,0,0,0,0.0,0.0,0.0
1555,M16375,M,298.2,308.9,1530,35.5,0,0,0,0,0.0,0.0,0.0
1556,M19269,M,302.4,310.1,1372,47.8,61,1,0,1,0.0,0.0,0.0
1557,L54253,L,300.7,310.7,1491,43.2,187,0,0,0,0.0,0.0,0.0
1558,L50553,L,301.4,310.7,1462,50.7,179,0,0,0,0.0,0.0,0.0
1559,M16377,M,298.2,308.8,1566,36.1,9,0,0,0,0.0,0.0,0.0
1560,M17696,M,300.3,309.1,1458,44.3,165,0,0,0,0.0,0.0,0.0
1561,L49089,L,298.0,307.7,1492,40.8,127,0,0,0,0.0,0.0,0.0
1562,L48368,L,297.3,308.4,1439,41.3,36,0,0,0,0.0,0.0,0.0
1563,L55567,L,298.8,309.9,1587,32.4,124,0,0,0,0.0,0.0,0.0
1564,H34929,H,302.6,312.0,1484,41.5,65,0,0,0,0.0,0.0,0.0
1565,L55346,L,299.6,311.0,1452,40.4,141,0,0,0,0.0,0.0,0.0
1566,L47897,L,297.4,309.0,1459,48.7,9,0,0,0,0.0,0.0,0.0
1567,M23972,M,297.5,308.4,1566,31.1,112,0,0,0,0.0,0.0,0.0
1568,L49320,L,299.4,309.0,1460,45.6,87,0,0,0,0.0,0.0,0.0
1569,L52355,L,304.2,313.4,1315,51.4,86,0,0,0,0.0,0.0,0.0
1570,L55424,L,299.0,310.6,1512,38.8,197,0,0,0,0.0,0.0,0.0
1571,L56298,L,297.6,308.7,1526,42.1,79,0,0,0,0.0,0.0,0.0
1572,L48365,L,297.3,308.4,1548,36.5,162,0,0,0,0.0,0.0,0.0
1573,L53240,L,301.0,311.1,1314,52.1,158,0,0,0,0.0,0.0,0.0
1574,L54644,L,300.1,311.4,1540,37.8,94,0,0,0,0.0,0.0,0.0
1575,H29424,H,298.9,309.1,1487,36.5,35,0,0,0,0.0,0.0,0.0
1576,H37759,H,298.5,309.9,1510,47.8,0,0,0,0,0.0,0.0,0.0
1577,L48864,L,297.8,307.3,1444,48.5,3,0,0,0,0.0,0.0,0.0
1578,H32468,H,300.2,309.4,1645,34.8,68,0,0,0,0.0,0.0,0.0
1579,L47230,L,298.9,309.1,1611,38.0,155,0,0,0,0.0,0.0,0.0
1580,M16836,M,298.1,307.8,1593,32.3,142,0,0,0,0.0,0.0,0.0
1581,L54040,L,301.1,311.2,1497,41.6,9,0,0,0,0.0,0.0,0.0
1582,L57115,L,298.4,308.3,1550,48.5,73,0,0,0,0.0,0.0,0.0
1583,M17302,M,298.8,308.9,1351,51.4,95,0,0,0,0.0,0.0,0.0
1584,L50721,L,301.9,310.9,1546,48.5,29,0,0,0,0.0,0.0,0.0
1585,L56939,L,298.5,309.8,1613,36.7,0,0,0,0,0.0,0.0,0.0
1586,L47961,L,296.8,308.0,1412,51.8,48,0,0,0,0.0,0.0,0.0
1587,L54951,L,300.3,311.5,1709,29.5,27,0,0,0,0.0,0.0,0.0
1588,L57075,L,298.8,309.4,1566,33.3,166,0,0,0,0.0,0.0,0.0
1589,M23929,M,297.3,308.1,1678,28.1,133,0,0,0,0.0,0.0,0.0
1590,H37937,H,298.4,309.5,1430,50.4,202,0,0,0,0.0,0.0,0.0
1591,L56170,L,297.0,307.4,1479,48.2,158,0,0,0,0.0,0.0,0.0
1592,M15588,M,297.5,309.6,1465,43.9,146,0,0,0,0.0,0.0,0.0
1593,L52333,L,304.3,313.3,1525,37.8,119,0,0,0,0.0,0.0,0.0
1594,L56947,L,298.6,309.6,1462,44.7,0,0,0,0,0.0,0.0,0.0
1595,L56897,L,298.9,309.9,1411,44.1,115,0,0,0,0.0,0.0,0.0
1596,M19289,M,302.3,310.1,1831,23.6,112,0,0,0,0.0,0.0,0.0
1597,L55726,L,298.4,309.4,1730,28.4,7,0,0,0,0.0,0.0,0.0
1598,L50351,L,300.4,309.6,1430,56.9,170,0,0,0,0.0,0.0,0.0
1599,L51769,L,302.9,311.0,1613,32.2,137,0,0,0,0.0,0.0,0.0
1600,M17343,M,298.9,308.7,1706,31.4,179,0,0,0,0.0,0.0,0.0
1601,H29767,H,297.6,308.3,1467,43.2,84,0,0,0,0.0,0.0,0.0
1602,H30694,H,297.1,308.5,1521,39.5,26,0,0,0,0.0,0.0,0.0
1603,M16056,M,297.0,307.8,1493,34.7,57,0,0,0,0.0,0.0,0.0
1604,L54749,L,300.4,311.0,1395,42.3,149,0,0,0,0.0,0.0,0.0
1605,M23654,M,297.4,308.5,1445,43.4,12,0,0,0,0.0,0.0,0.0
1606,M16091,M,297.2,308.5,1380,42.2,2,0,0,0,0.0,0.0,0.0
1607,M19282,M,302.6,310.1,1687,29.6,97,0,0,0,0.0,0.0,0.0
1608,M19980,M,304.2,313.6,1424,43.0,151,0,0,0,0.0,0.0,0.0
1609,M17125,M,299.2,308.4,1530,37.8,56,0,0,0,0.0,0.0,0.0
1610,L56672,L,299.1,309.6,1640,32.8,215,0,0,0,0.0,0.0,0.0
1611,L55232,L,300.5,311.9,1502,43.5,54,0,0,0,0.0,0.0,0.0
1612,L56253,L,297.2,308.1,1366,50.6,64,0,0,0,0.0,0.0,0.0
1613,L56264,L,297.2,307.9,1381,62.4,172,1,0,0,0.0,1.0,0.0
1614,M21090,M,301.3,311.0,1441,41.2,145,0,0,0,0.0,0.0,0.0
1615,M23954,M,297.3,308.1,1387,57.3,199,0,0,0,0.0,0.0,0.0
1616,L57114,L,298.3,308.3,1471,44.3,71,0,0,0,0.0,0.0,0.0
1617,L47534,L,297.6,308.3,1623,34.3,7,0,0,0,0.0,0.0,0.0
1618,M20351,M,302.7,312.2,1350,42.6,2,0,0,0,0.0,0.0,0.0
1619,L54499,L,299.9,310.2,1402,53.2,179,0,0,0,0.0,0.0,0.0
1620,L54248,L,300.8,310.7,1461,43.0,158,0,0,0,0.0,0.0,0.0
1621,M19393,M,302.4,310.3,1542,42.6,184,0,0,0,0.0,0.0,0.0
1622,L55386,L,299.2,310.8,1563,40.3,16,0,0,0,0.0,0.0,0.0
1623,L56257,L,297.3,308.1,1762,26.1,7,0,0,0,0.0,0.0,0.0
1624,L54673,L,300.2,311.7,1530,37.9,181,0,0,0,0.0,0.0,0.0
1625,H38482,H,297.1,308.2,1461,48.7,98,0,0,0,0.0,0.0,0.0
1626,L53689,L,301.1,310.1,1431,43.4,61,0,0,0,0.0,0.0,0.0
1627,L49078,L,297.9,308.0,1583,33.1,15,0,0,0,0.0,0.0,0.0
1628,L50442,L,301.3,310.1,1681,31.6,188,0,0,0,0.0,0.0,0.0
1629,L56739,L,299.5,311.1,1542,36.7,162,0,0,0,0.0,0.0,0.0
1630,L50237,L,300.1,309.2,1668,30.2,77,0,0,0,0.0,0.0,0.0
1631,L56894,L,298.9,310.1,1612,33.2,96,0,0,0,0.0,0.0,0.0
1632,M21324,M,300.6,309.9,1642,33.0,124,0,0,0,0.0,0.0,0.0
1633,L53949,L,301.6,310.9,1619,37.0,161,0,0,0,0.0,0.0,0.0
1634,L48689,L,298.2,308.3,1453,43.7,204,0,0,0,0.0,0.0,0.0
1635,M16272,M,298.9,310.2,1366,46.1,166,0,0,0,0.0,0.0,0.0
1636,L50565,L,301.5,310.7,1544,36.6,56,0,0,0,0.0,0.0,0.0
1637,L57010,L,298.4,309.3,1425,45.5,7,0,0,0,0.0,0.0,0.0
1638,L54820,L,300.4,311.4,1378,35.1,71,0,0,0,0.0,0.0,0.0
1639,H34496,H,304.1,313.1,1671,32.4,48,0,0,0,0.0,0.0,0.0
1640,L54773,L,300.4,311.1,1609,35.8,208,0,0,0,0.0,0.0,0.0
1641,L50060,L,300.7,309.5,1641,33.1,48,0,0,0,0.0,0.0,0.0
1642,L50604,L,301.5,310.5,1453,43.0,155,0,0,0,0.0,0.0,0.0
1643,H30567,H,297.0,307.9,1456,45.3,172,0,0,0,0.0,0.0,0.0
1644,L52169,L,303.9,313.2,1450,47.0,173,0,0,0,0.0,0.0,0.0
1645,L49654,L,298.9,308.5,1371,54.3,130,0,0,0,0.0,0.0,0.0
1646,L54666,L,300.3,311.8,1641,32.8,37,0,0,0,0.0,0.0,0.0
1647,L56060,L,298.0,308.9,1458,49.0,87,0,0,0,0.0,0.0,0.0
1648,M18285,M,301.5,310.9,1655,31.7,157,0,0,0,0.0,0.0,0.0
1649,L55230,L,300.5,311.6,1473,39.2,56,0,0,0,0.0,0.0,0.0
1650,L48915,L,298.4,308.0,1380,35.8,130,0,0,0,0.0,0.0,0.0
1651,L54746,L,300.3,311.0,1336,58.7,142,0,0,0,0.0,0.0,0.0
1652,L53839,L,301.5,310.5,1633,29.7,92,0,0,0,0.0,0.0,0.0
1653,L47752,L,297.8,309.9,1555,49.0,181,0,0,0,0.0,0.0,0.0
1654,L51212,L,301.9,311.0,1444,43.7,231,0,0,0,0.0,0.0,0.0
1655,L55213,L,300.7,312.0,1654,31.1,12,0,0,0,0.0,0.0,0.0
1656,L48397,L,297.0,308.0,1455,44.1,122,0,0,0,0.0,0.0,0.0
1657,L52976,L,301.8,311.1,1399,38.5,197,0,0,0,0.0,0.0,0.0
1658,L55334,L,299.6,310.7,1457,47.9,110,0,0,0,0.0,0.0,0.0
1659,H34772,H,303.3,312.6,1542,24.2,15,0,0,0,0.0,0.0,0.0
1660,L55550,L,298.8,309.9,1332,49.7,27,0,0,0,0.0,0.0,0.0
1661,M20857,M,300.5,310.2,1761,26.2,228,0,0,0,0.0,0.0,1.0
1662,L54369,L,300.4,310.4,1634,33.7,48,0,0,0,0.0,0.0,1.0
1663,L56634,L,298.4,309.2,1597,35.4,74,0,0,0,0.0,0.0,0.0
1664,L56060,L,297.9,309.1,1538,39.2,59,0,0,0,0.0,0.0,0.0
1665,L56320,L,297.5,308.5,1565,39.9,176,0,0,0,0.0,0.0,0.0
1666,L49448,L,299.2,308.5,1611,35.6,63,0,0,0,0.0,0.0,0.0
1667,L48485,L,298.6,310.0,1483,45.3,150,0,0,0,0.0,0.0,0.0
1668,H38812,H,297.6,308.1,1590,37.2,149,0,0,0,0.0,0.0,0.0
1669,L48844,L,298.0,308.0,1491,43.8,162,0,0,0,0.0,0.0,0.0
1670,L49365,L,299.8,309.4,1685,30.4,53,0,0,0,0.0,0.0,0.0
1671,L55816,L,297.5,308.4,1434,47.5,67,0,0,0,0.0,0.0,0.0
1672,L54576,L,299.7,310.6,1728,31.3,142,0,0,0,0.0,0.0,0.0
1673,L53792,L,301.6,310.6,1412,70.0,143,0,0,0,0.0,0.0,0.0
1674,L52366,L,304.0,313.0,1844,21.8,117,0,0,0,0.0,0.0,0.0
1675,H39254,H,298.5,309.3,1490,43.4,16,0,0,0,0.0,0.0,0.0
1676,L56125,L,297.4,308.4,1399,49.9,162,0,0,0,0.0,0.0,0.0
1677,L49759,L,299.3,309.1,1501,41.7,187,0,0,0,0.0,0.0,0.0
1678,M20343,M,302.7,312.1,1378,51.9,200,0,0,0,0.0,0.0,0.0
1679,L49351,L,299.5,309.1,1496,44.6,13,0,0,0,0.0,0.0,0.0
1680,M15889,M,296.3,307.4,1662,32.3,142,0,0,0,0.0,0.0,0.0
1681,L53437,L,301.1,310.7,1376,49.6,0,0,0,0,0.0,0.0,0.0
1682,L53912,L,301.7,311.0,1685,32.7,134,0,0,0,0.0,0.0,0.0
1683,L47407,L,298.3,308.5,1542,36.1,168,0,0,0,0.0,0.0,0.0
1684,L47368,L,298.3,308.5,1359,45.7,2,0,0,0,0.0,0.0,0.0
1685,L55979,L,297.3,308.4,1531,41.3,67,0,0,0,0.0,0.0,0.0
1686,H38235,H,297.4,308.7,1692,33.8,140,0,0,0,0.0,0.0,0.0
1687,L52509,L,303.7,312.9,1548,44.2,51,0,0,0,0.0,0.0,0.0
1688,M20753,M,301.3,311.0,1369,52.7,161,0,0,0,0.0,0.0,0.0
1689,L49937,L,300.1,309.5,1536,36.5,26,0,0,0,0.0,0.0,0.0
1690,L50554,L,301.4,310.7,1578,40.6,25,0,0,0,0.0,0.0,0.0
1691,L56878,L,298.8,309.9,1663,28.2,15,0,0,0,0.0,0.0,0.0
1692,L55281,L,300.3,311.8,1442,39.4,180,0,0,0,0.0,0.0,0.0
1693,L54768,L,300.5,311.1,1357,53.0,193,0,0,0,0.0,0.0,0.0
1694,L48322,L,296.9,307.9,1892,21.4,124,0,0,0,0.0,0.0,0.0
1695,L54811,L,300.4,311.5,1394,47.5,92,0,0,0,0.0,0.0,0.0
1696,M21932,M,300.7,310.6,1386,45.6,184,0,0,0,0.0,0.0,0.0
1697,L52414,L,303.5,312.9,1385,53.8,31,0,0,0,0.0,0.0,0.0
1698,L50960,L,302.4,311.1,1446,36.8,5,0,0,0,0.0,0.0,0.0
1699,L51231,L,301.8,310.9,1363,46.5,17,1,0,1,0.0,0.0,0.0
1700,L50550,L,301.4,310.7,1704,30.4,21,0,0,0,0.0,0.0,0.0
1701,L54099,L,301.0,311.5,1516,39.0,54,0,0,0,0.0,0.0,0.0
1702,M23563,M,297.2,308.6,1284,51.3,7,0,0,0,0.0,0.0,0.0
1703,L57126,L,298.3,307.8,1648,30.7,105,0,0,0,0.0,0.0,0.0
1704,L53139,L,300.6,310.8,1378,51.2,96,0,0,0,0.0,0.0,0.0
1705,M16591,M,298.3,307.9,1442,42.0,117,0,0,0,0.0,0.0,0.0
1706,H32504,H,300.1,309.3,2197,15.1,163,0,0,0,0.0,0.0,0.0
1707,H38482,H,297.1,308.2,1335,53.2,128,0,0,0,0.0,0.0,0.0
1708,M20257,M,300.9,310.7,1546,36.8,31,0,0,0,0.0,0.0,0.0
1709,L49101,L,298.0,307.7,1665,32.0,120,0,0,0,0.0,0.0,0.0
1710,M24781,M,298.5,308.7,1347,52.5,33,0,0,0,0.0,0.0,0.0
1711,L55128,L,300.7,311.7,1516,39.4,74,0,0,0,0.0,0.0,0.0
1712,M23975,M,297.6,308.6,1664,27.7,69,0,0,0,0.0,0.0,0.0
1713,L57172,L,298.8,308.4,1609,35.7,8,0,0,0,0.0,0.0,0.0
1714,L54813,L,300.3,311.4,1441,44.6,29,0,0,0,0.0,0.0,0.0
1715,M23600,M,297.4,308.8,1642,34.2,123,0,0,0,0.0,0.0,0.0
1716,L51284,L,302.1,310.5,1583,35.2,0,0,0,0,0.0,0.0,0.0
1717,H30686,H,298.0,309.3,1556,37.3,179,0,0,0,0.0,0.0,0.0
1718,L55663,L,298.7,309.8,1347,53.5,108,0,0,0,0.0,0.0,0.0
